atom_id,id,element
TR305_56,TR305,h
TR305_57,TR305,h
TR305_58,TR305,h
TR305_59,TR305,h
TR305_6,TR305,c
TR305_60,TR305,h
TR305_61,TR305,h
TR305_62,TR305,h
TR305_63,TR305,h
TR305_64,TR305,h
TR305_65,TR305,h
TR305_66,TR305,h
TR305_67,TR305,h
TR305_68,TR305,h
TR305_69,TR305,h
TR305_7,TR305,c
TR305_70,TR305,h
TR305_71,TR305,h
TR305_8,TR305,c
TR305_9,TR305,c
TR307_1,TR307,c
TR307_10,TR307,n
TR307_11,TR307,c
TR307_12,TR307,c
TR307_13,TR307,h
TR307_14,TR307,h
TR307_15,TR307,h
TR307_16,TR307,h
TR307_17,TR307,h
TR307_18,TR307,h
TR307_19,TR307,h
TR307_2,TR307,c
TR307_20,TR307,h
TR307_21,TR307,h
TR307_22,TR307,h
TR307_23,TR307,h
TR307_24,TR307,h
TR307_25,TR307,h
TR307_26,TR307,h
TR307_27,TR307,h
TR307_28,TR307,s
TR307_29,TR307,o
TR307_3,TR307,c
TR307_30,TR307,o
TR307_31,TR307,o
TR307_32,TR307,o
TR307_33,TR307,h
TR307_34,TR307,h
TR307_35,TR307,c
TR307_36,TR307,c
TR307_37,TR307,c
TR307_38,TR307,c
TR307_39,TR307,c
TR307_4,TR307,c
TR307_40,TR307,c
TR307_41,TR307,c
TR307_42,TR307,o
TR307_43,TR307,c
TR307_44,TR307,n
TR307_45,TR307,c
TR307_46,TR307,c
TR307_47,TR307,h
TR307_48,TR307,h
TR307_49,TR307,h
TR307_5,TR307,c
TR307_50,TR307,h
TR307_51,TR307,h
TR307_52,TR307,h
TR307_53,TR307,h
TR307_54,TR307,h
TR307_55,TR307,h
TR307_56,TR307,h
TR307_57,TR307,h
TR307_58,TR307,h
TR307_59,TR307,h
TR307_6,TR307,c
TR307_60,TR307,h
TR307_61,TR307,h
TR307_7,TR307,c
TR307_8,TR307,o
TR307_9,TR307,c
TR308_1,TR308,c
TR308_10,TR308,c
TR308_11,TR308,c
TR308_12,TR308,c
TR308_13,TR308,cl
TR308_14,TR308,cl
TR308_15,TR308,cl
TR308_16,TR308,cl
TR308_17,TR308,cl
TR308_18,TR308,h
TR308_19,TR308,h
TR308_2,TR308,c
TR308_20,TR308,h
TR308_21,TR308,h
TR308_22,TR308,h
TR308_23,TR308,h
TR308_24,TR308,h
TR308_25,TR308,h
TR308_26,TR308,h
TR308_27,TR308,h
TR308_28,TR308,h
TR308_29,TR308,h
TR308_3,TR308,c
TR308_30,TR308,h
TR308_31,TR308,h
TR308_32,TR308,h
TR308_33,TR308,h
TR308_34,TR308,h
TR308_35,TR308,h
TR308_36,TR308,h
TR308_37,TR308,h
TR308_38,TR308,h
TR308_4,TR308,c
TR308_5,TR308,c
TR308_6,TR308,c
TR308_7,TR308,c
TR308_8,TR308,c
TR308_9,TR308,c
TR309_1,TR309,o
TR309_10,TR309,br
TR309_11,TR309,c
TR309_12,TR309,br
TR309_13,TR309,c
TR309_14,TR309,br
TR309_15,TR309,c
TR309_16,TR309,br
TR309_17,TR309,c
TR309_18,TR309,br
TR309_19,TR309,br
TR309_2,TR309,c
TR309_20,TR309,c
TR309_21,TR309,br
TR309_22,TR309,br
TR309_23,TR309,br
TR309_3,TR309,c
TR309_4,TR309,c
TR309_5,TR309,c
TR309_6,TR309,c
TR309_7,TR309,c
TR309_8,TR309,br
TR309_9,TR309,c
TR311_1,TR311,c
TR311_2,TR311,c
TR311_3,TR311,cl
TR311_4,TR311,cl
TR311_5,TR311,cl
TR311_6,TR311,cl
TR312_1,TR312,cl
TR312_10,TR312,h
TR312_11,TR312,h
TR312_12,TR312,h
TR312_13,TR312,h
TR312_14,TR312,h
TR312_2,TR312,c
TR312_3,TR312,c
TR312_4,TR312,c
TR312_5,TR312,c
TR312_6,TR312,h
TR312_7,TR312,h
TR312_8,TR312,h
TR312_9,TR312,h
TR313_1,TR313,c
TR313_10,TR313,cl
TR313_11,TR313,cl
TR313_12,TR313,cl
TR313_13,TR313,cl
TR313_14,TR313,cl
TR313_15,TR313,cl
TR313_16,TR313,cl
TR313_17,TR313,cl
TR313_18,TR313,cl
TR313_19,TR313,cl
TR313_2,TR313,c
TR313_20,TR313,cl
TR313_21,TR313,c
TR313_22,TR313,c
TR313_3,TR313,c
TR313_4,TR313,c
TR313_5,TR313,c
TR313_6,TR313,c
TR313_7,TR313,c
TR313_8,TR313,c
TR313_9,TR313,cl
TR314_1,TR314,c
TR314_10,TR314,h
TR314_11,TR314,h
TR314_12,TR314,h
TR314_13,TR314,h
TR314_14,TR314,h
TR314_15,TR314,h
TR314_2,TR314,c
TR314_3,TR314,c
TR314_4,TR314,c
TR314_5,TR314,o
TR314_6,TR314,o
TR314_7,TR314,c
TR314_8,TR314,h
TR314_9,TR314,h
TR316_1,TR316,c
TR316_10,TR316,h
TR316_11,TR316,h
TR316_12,TR316,h
TR316_2,TR316,c
TR316_3,TR316,c
TR316_4,TR316,c
TR316_5,TR316,cl
TR316_6,TR316,h
TR316_7,TR316,h
TR316_8,TR316,h
TR316_9,TR316,h
TR319_1,TR319,c
TR319_10,TR319,h
TR319_11,TR319,h
TR319_12,TR319,h
TR319_2,TR319,c
TR319_3,TR319,c
TR319_4,TR319,c
TR319_5,TR319,c
TR319_6,TR319,c
TR319_7,TR319,cl
TR319_8,TR319,cl
TR319_9,TR319,h
TR322_1,TR322,c
TR322_10,TR322,o
TR322_11,TR322,n
TR322_12,TR322,c
TR322_13,TR322,h
TR322_14,TR322,h
TR322_15,TR322,h
TR322_16,TR322,h
TR322_17,TR322,h
TR322_18,TR322,h
TR322_19,TR322,h
TR322_2,TR322,c
TR322_20,TR322,h
TR322_21,TR322,h
TR322_22,TR322,h
TR322_23,TR322,h
TR322_24,TR322,h
TR322_25,TR322,h
TR322_26,TR322,cl
TR322_27,TR322,h
TR322_3,TR322,c
TR322_4,TR322,c
TR322_5,TR322,c
TR322_6,TR322,c
TR322_7,TR322,o
TR322_8,TR322,c
TR322_9,TR322,c
TR323_1,TR323,p
TR323_10,TR323,h
TR323_11,TR323,h
TR323_12,TR323,h
TR323_13,TR323,h
TR323_14,TR323,h
TR323_15,TR323,h
TR323_16,TR323,h
TR323_2,TR323,o
TR323_3,TR323,o
TR323_4,TR323,c
TR323_5,TR323,o
TR323_6,TR323,c
TR323_7,TR323,c
TR323_8,TR323,h
TR323_9,TR323,h
TR328_1,TR328,c
TR328_10,TR328,h
TR328_2,TR328,o
TR328_3,TR328,n
TR328_4,TR328,o
TR328_5,TR328,c
TR328_6,TR328,h
TR328_7,TR328,h
TR328_8,TR328,h
TR328_9,TR328,h
TR329_1,TR329,c
TR329_10,TR329,h
TR329_11,TR329,h
TR329_12,TR329,h
TR329_13,TR329,h
TR329_2,TR329,c
TR329_3,TR329,c
TR329_4,TR329,c
TR329_5,TR329,o
TR329_6,TR329,h
TR329_7,TR329,h
TR329_8,TR329,h
TR329_9,TR329,h
TR330_1,TR330,c
TR330_10,TR330,c
TR330_11,TR330,c
TR330_12,TR330,c
TR330_13,TR330,c
TR330_14,TR330,o
TR330_15,TR330,h
TR330_16,TR330,h
TR330_17,TR330,h
TR330_18,TR330,h
TR330_19,TR330,h
TR330_2,TR330,c
TR330_20,TR330,h
TR330_21,TR330,h
TR330_22,TR330,h
TR330_23,TR330,h
TR330_24,TR330,h
TR330_25,TR330,h
TR330_26,TR330,h
TR330_27,TR330,h
TR330_28,TR330,h
TR330_29,TR330,h
TR330_3,TR330,c
TR330_30,TR330,h
TR330_31,TR330,h
TR330_32,TR330,h
TR330_4,TR330,c
TR330_5,TR330,c
TR330_6,TR330,c
TR330_7,TR330,c
TR330_8,TR330,o
TR330_9,TR330,c
TR331_1,TR331,c
TR331_2,TR331,c
TR331_3,TR331,c
TR331_4,TR331,o
TR331_5,TR331,o
TR331_6,TR331,h
TR331_7,TR331,h
TR331_8,TR331,h
TR331_9,TR331,na
TR333_1,TR333,n
TR333_10,TR333,c
TR333_11,TR333,c
TR333_12,TR333,c
TR333_13,TR333,c
TR333_14,TR333,c
TR333_15,TR333,c
TR333_16,TR333,c
TR333_17,TR333,c
TR333_18,TR333,h
TR333_19,TR333,h
TR333_2,TR333,c
TR333_20,TR333,h
TR333_21,TR333,h
TR333_22,TR333,h
TR333_23,TR333,h
TR333_24,TR333,h
TR333_25,TR333,h
TR333_26,TR333,h
TR333_27,TR333,h
TR333_28,TR333,h
TR333_29,TR333,h
TR333_3,TR333,c
TR333_30,TR333,h
TR333_4,TR333,c
TR333_5,TR333,c
TR333_6,TR333,c
TR333_7,TR333,c
TR333_8,TR333,c
TR333_9,TR333,c
TR334_1,TR334,n
TR334_10,TR334,c
TR334_11,TR334,n
TR334_12,TR334,h
TR334_13,TR334,h
TR334_14,TR334,h
TR334_15,TR334,h
TR334_16,TR334,h
TR334_17,TR334,h
TR334_2,TR334,o
TR334_3,TR334,o
TR334_4,TR334,c
TR334_5,TR334,c
TR334_6,TR334,c
TR334_7,TR334,c
TR334_8,TR334,c
TR334_9,TR334,o
TR339_1,TR339,n
TR339_10,TR339,c
TR339_11,TR339,o
TR339_12,TR339,h
TR339_13,TR339,h
TR339_14,TR339,h
TR339_15,TR339,h
TR339_16,TR339,h
TR339_17,TR339,h
TR339_2,TR339,o
TR339_3,TR339,o
TR339_4,TR339,c
TR339_5,TR339,c
TR339_6,TR339,c
TR339_7,TR339,c
TR339_8,TR339,c
TR339_9,TR339,n
TR342_1,TR342,p
TR342_10,TR342,cl
TR342_11,TR342,cl
TR342_12,TR342,h
TR342_13,TR342,h
TR342_14,TR342,h
TR342_15,TR342,h
TR342_16,TR342,h
TR342_17,TR342,h
TR342_18,TR342,h
TR342_19,TR342,h
TR342_2,TR342,o
TR342_3,TR342,o
TR342_4,TR342,o
TR342_5,TR342,o
TR342_6,TR342,c
TR342_7,TR342,c
TR342_8,TR342,c
TR342_9,TR342,c
TR343_1,TR343,c
TR343_10,TR343,h
TR343_11,TR343,h
TR343_12,TR343,h
TR343_13,TR343,h
TR343_14,TR343,h
TR343_15,TR343,h
TR343_16,TR343,h
TR343_2,TR343,c
TR343_3,TR343,c
TR343_4,TR343,c
TR343_5,TR343,c
TR343_6,TR343,c
TR343_7,TR343,c
TR343_8,TR343,o
TR343_9,TR343,h
TR344_1,TR344,c
TR344_10,TR344,c
TR344_11,TR344,c
TR344_12,TR344,c
TR344_13,TR344,c
TR344_14,TR344,c
TR344_15,TR344,c
TR344_16,TR344,c
TR344_17,TR344,c
TR344_18,TR344,c
TR344_19,TR344,o
TR344_2,TR344,c
TR344_20,TR344,o
TR344_21,TR344,o
TR344_22,TR344,o
TR344_23,TR344,o
TR344_24,TR344,c
TR344_25,TR344,n
TR344_26,TR344,o
TR344_27,TR344,n
TR344_28,TR344,c
TR344_29,TR344,c
TR344_3,TR344,c
TR344_30,TR344,c
TR344_31,TR344,o
TR344_32,TR344,o
TR344_33,TR344,h
TR344_34,TR344,h
TR344_35,TR344,h
TR344_36,TR344,h
TR344_37,TR344,h
TR344_38,TR344,h
TR344_39,TR344,h
TR344_4,TR344,c
TR344_40,TR344,h
TR344_41,TR344,h
TR344_42,TR344,h
TR344_43,TR344,h
TR344_44,TR344,h
TR344_45,TR344,h
TR344_46,TR344,h
TR344_47,TR344,h
TR344_48,TR344,h
TR344_49,TR344,h
TR344_5,TR344,c
TR344_50,TR344,h
TR344_51,TR344,h
TR344_52,TR344,h
TR344_53,TR344,h
TR344_54,TR344,h
TR344_55,TR344,h
TR344_56,TR344,h
TR344_57,TR344,cl
TR344_58,TR344,h
TR344_6,TR344,c
TR344_7,TR344,c
TR344_8,TR344,c
TR344_9,TR344,c
TR347_1,TR347,c
TR347_10,TR347,c
TR347_11,TR347,h
TR347_12,TR347,h
TR347_13,TR347,h
TR347_14,TR347,h
TR347_15,TR347,h
TR347_16,TR347,h
TR347_17,TR347,h
TR347_18,TR347,h
TR347_19,TR347,h
TR347_2,TR347,c
TR347_20,TR347,h
TR347_21,TR347,h
TR347_22,TR347,h
TR347_23,TR347,h
TR347_24,TR347,h
TR347_25,TR347,h
TR347_26,TR347,h
TR347_3,TR347,c
TR347_4,TR347,c
TR347_5,TR347,c
TR347_6,TR347,c
TR347_7,TR347,c
TR347_8,TR347,c
TR347_9,TR347,c
TR348_1,TR348,c
TR348_10,TR348,c
TR348_11,TR348,c
TR348_12,TR348,o
TR348_13,TR348,o
TR348_14,TR348,c
TR348_15,TR348,n
TR348_16,TR348,h
TR348_17,TR348,h
TR348_18,TR348,h
TR348_19,TR348,h
TR348_2,TR348,c
TR348_20,TR348,h
TR348_21,TR348,h
TR348_22,TR348,h
TR348_23,TR348,h
TR348_24,TR348,h
TR348_25,TR348,h
TR348_26,TR348,h
TR348_27,TR348,h
TR348_28,TR348,h
TR348_29,TR348,c
TR348_3,TR348,o
TR348_30,TR348,c
TR348_31,TR348,o
TR348_32,TR348,o
TR348_33,TR348,c
TR348_34,TR348,c
TR348_35,TR348,c
TR348_36,TR348,c
TR348_37,TR348,c
TR348_38,TR348,c
TR348_39,TR348,c
TR348_4,TR348,o
TR348_40,TR348,o
TR348_41,TR348,o
TR348_42,TR348,c
TR348_43,TR348,n
TR348_44,TR348,h
TR348_45,TR348,h
TR348_46,TR348,h
TR348_47,TR348,h
TR348_48,TR348,h
TR348_49,TR348,h
TR348_5,TR348,c
TR348_50,TR348,h
TR348_51,TR348,h
TR348_52,TR348,h
TR348_53,TR348,h
TR348_54,TR348,h
TR348_55,TR348,h
TR348_56,TR348,h
TR348_57,TR348,o
TR348_58,TR348,h
TR348_59,TR348,h
TR348_6,TR348,c
TR348_60,TR348,o
TR348_61,TR348,h
TR348_62,TR348,h
TR348_63,TR348,o
TR348_64,TR348,h
TR348_65,TR348,h
TR348_7,TR348,c
TR348_8,TR348,c
TR348_9,TR348,c
TR350_1,TR350,c
TR350_2,TR350,br
TR350_3,TR350,br
TR350_4,TR350,br
TR350_5,TR350,h
TR353_1,TR353,c
TR353_10,TR353,h
TR353_11,TR353,h
TR353_12,TR353,h
TR353_13,TR353,h
TR353_2,TR353,c
TR353_3,TR353,c
TR353_4,TR353,c
TR353_5,TR353,c
TR353_6,TR353,c
TR353_7,TR353,o
TR353_8,TR353,cl
TR353_9,TR353,cl
TR354_1,TR354,c
TR354_10,TR354,o
TR354_11,TR354,c
TR354_12,TR354,c
TR354_13,TR354,h
TR354_14,TR354,h
TR354_15,TR354,h
TR354_16,TR354,h
TR354_17,TR354,h
TR354_18,TR354,h
TR354_19,TR354,h
TR354_2,TR354,o
TR354_20,TR354,h
TR354_21,TR354,h
TR354_22,TR354,h
TR354_23,TR354,h
TR354_24,TR354,h
TR354_25,TR354,h
TR354_26,TR354,h
TR354_3,TR354,c
TR354_4,TR354,o
TR354_5,TR354,c
TR354_6,TR354,c
TR354_7,TR354,o
TR354_8,TR354,c
TR354_9,TR354,c
TR358_1,TR358,cl
TR358_10,TR358,c
TR358_11,TR358,c
TR358_12,TR358,o
TR358_13,TR358,o
TR358_14,TR358,o
TR358_15,TR358,c
TR358_16,TR358,n
TR358_17,TR358,o
TR358_18,TR358,c
TR358_19,TR358,c
TR358_2,TR358,c
TR358_20,TR358,c
TR358_21,TR358,c
TR358_22,TR358,o
TR358_23,TR358,o
TR358_24,TR358,c
TR358_25,TR358,c
TR358_26,TR358,c
TR358_27,TR358,c
TR358_28,TR358,c
TR358_29,TR358,h
TR358_3,TR358,c
TR358_30,TR358,h
TR358_31,TR358,h
TR358_32,TR358,h
TR358_33,TR358,h
TR358_34,TR358,h
TR358_35,TR358,h
TR358_36,TR358,h
TR358_37,TR358,h
TR358_38,TR358,h
TR358_39,TR358,h
TR358_4,TR358,c
TR358_40,TR358,h
TR358_41,TR358,h
TR358_42,TR358,h
TR358_43,TR358,h
TR358_44,TR358,h
TR358_45,TR358,h
TR358_46,TR358,h
TR358_5,TR358,c
TR358_6,TR358,c
TR358_7,TR358,c
TR358_8,TR358,c
TR358_9,TR358,c
TR359_1,TR359,o
TR359_10,TR359,c
TR359_11,TR359,c
TR359_12,TR359,c
TR359_13,TR359,c
TR359_14,TR359,c
TR359_15,TR359,c
TR359_16,TR359,o
TR359_17,TR359,h
TR359_18,TR359,h
TR359_19,TR359,h
TR359_2,TR359,c
TR359_20,TR359,h
TR359_21,TR359,h
TR359_22,TR359,h
TR359_23,TR359,h
TR359_24,TR359,h
TR359_3,TR359,c
TR359_4,TR359,c
TR359_5,TR359,c
TR359_6,TR359,c
TR359_7,TR359,o
TR359_8,TR359,c
TR359_9,TR359,o
TR360_1,TR360,c
TR360_10,TR360,h
TR360_11,TR360,h
TR360_12,TR360,h
TR360_13,TR360,h
TR360_14,TR360,h
TR360_15,TR360,h
TR360_16,TR360,h
TR360_17,TR360,h
TR360_18,TR360,h
TR360_19,TR360,h
TR360_2,TR360,c
TR360_20,TR360,h
TR360_3,TR360,c
TR360_4,TR360,c
TR360_5,TR360,c
TR360_6,TR360,c
TR360_7,TR360,n
TR360_8,TR360,c
TR360_9,TR360,c
TR361_1,TR361,c
TR361_2,TR361,c
TR361_3,TR361,cl
TR361_4,TR361,cl
TR361_5,TR361,cl
TR361_6,TR361,cl
TR361_7,TR361,cl
TR361_8,TR361,cl
TR363_1,TR363,c
TR363_2,TR363,c
TR363_3,TR363,br
TR363_4,TR363,h
TR363_5,TR363,h
TR363_6,TR363,h
TR363_7,TR363,h
TR363_8,TR363,h
TR368_1,TR368,c
TR368_10,TR368,c
TR368_11,TR368,c
TR368_12,TR368,c
TR368_13,TR368,o
TR368_14,TR368,c
TR368_15,TR368,c
TR368_16,TR368,o
TR368_17,TR368,o
TR368_18,TR368,h
TR368_19,TR368,h
TR368_2,TR368,c
TR368_20,TR368,h
TR368_21,TR368,h
TR368_22,TR368,h
TR368_23,TR368,h
TR368_24,TR368,h
TR368_25,TR368,h
TR368_26,TR368,h
TR368_27,TR368,h
TR368_28,TR368,h
TR368_29,TR368,h
TR368_3,TR368,n
TR368_4,TR368,c
TR368_5,TR368,c
TR368_6,TR368,c
TR368_7,TR368,n
TR368_8,TR368,c
TR368_9,TR368,c
TR369_1,TR369,c
TR369_10,TR369,h
TR369_11,TR369,h
TR369_12,TR369,h
TR369_13,TR369,h
TR369_14,TR369,h
TR369_15,TR369,h
TR369_16,TR369,h
TR369_17,TR369,h
TR369_18,TR369,h
TR369_19,TR369,h
TR369_2,TR369,c
TR369_3,TR369,o
TR369_4,TR369,c
TR369_5,TR369,c
TR369_6,TR369,c
TR369_7,TR369,c
TR369_8,TR369,c
TR369_9,TR369,c
TR370_1,TR370,c
TR370_10,TR370,h
TR370_11,TR370,h
TR370_12,TR370,h
TR370_13,TR370,h
TR370_14,TR370,h
TR370_15,TR370,h
TR370_2,TR370,c
TR370_3,TR370,c
TR370_4,TR370,c
TR370_5,TR370,c
TR370_6,TR370,c
TR370_7,TR370,c
TR370_8,TR370,c
TR370_9,TR370,o
TR372_1,TR372,c
TR372_10,TR372,c
TR372_11,TR372,c
TR372_12,TR372,c
TR372_13,TR372,n
TR372_14,TR372,n
TR372_15,TR372,o
TR372_16,TR372,c
TR372_17,TR372,o
TR372_18,TR372,c
TR372_19,TR372,h
TR372_2,TR372,c
TR372_20,TR372,h
TR372_21,TR372,h
TR372_22,TR372,h
TR372_23,TR372,h
TR372_24,TR372,h
TR372_25,TR372,h
TR372_26,TR372,h
TR372_27,TR372,h
TR372_28,TR372,h
TR372_29,TR372,h
TR372_3,TR372,c
TR372_30,TR372,h
TR372_31,TR372,h
TR372_32,TR372,h
TR372_33,TR372,h
TR372_34,TR372,h
TR372_35,TR372,cl
TR372_36,TR372,h
TR372_37,TR372,cl
TR372_38,TR372,h
TR372_4,TR372,c
TR372_5,TR372,c
TR372_6,TR372,c
TR372_7,TR372,c
TR372_8,TR372,c
TR372_9,TR372,c
TR377_1,TR377,c
TR377_10,TR377,c
TR377_11,TR377,c
TR377_12,TR377,c
TR377_13,TR377,cl
TR377_14,TR377,h
TR377_15,TR377,h
TR377_16,TR377,h
TR377_17,TR377,h
TR377_18,TR377,h
TR377_2,TR377,c
TR377_3,TR377,c
TR377_4,TR377,c
TR377_5,TR377,n
TR377_6,TR377,n
TR377_7,TR377,c
TR377_8,TR377,c
TR377_9,TR377,c
TR378_1,TR378,c
TR378_10,TR378,h
TR378_11,TR378,h
TR378_12,TR378,h
TR378_13,TR378,h
TR378_14,TR378,h
TR378_2,TR378,c
TR378_3,TR378,c
TR378_4,TR378,c
TR378_5,TR378,c
TR378_6,TR378,c
TR378_7,TR378,c
TR378_8,TR378,o
TR378_9,TR378,h
TR379_1,TR379,c
TR379_10,TR379,cl
TR379_11,TR379,h
TR379_12,TR379,h
TR379_13,TR379,h
TR379_14,TR379,h
TR379_15,TR379,h
TR379_16,TR379,h
TR379_17,TR379,h
TR379_2,TR379,c
TR379_3,TR379,c
TR379_4,TR379,c
TR379_5,TR379,c
TR379_6,TR379,c
TR379_7,TR379,c
TR379_8,TR379,c
TR379_9,TR379,o
TR386_1,TR386,c
TR386_10,TR386,o
TR386_11,TR386,o
TR386_12,TR386,o
TR386_13,TR386,o
TR386_2,TR386,n
TR386_3,TR386,n
TR386_4,TR386,n
TR386_5,TR386,n
TR386_6,TR386,o
TR386_7,TR386,o
TR386_8,TR386,o
TR386_9,TR386,o
TR387_1,TR387,s
TR387_10,TR387,c
TR387_11,TR387,c
TR387_12,TR387,n
TR387_13,TR387,c
TR387_14,TR387,c
TR387_15,TR387,c
TR387_16,TR387,c
TR387_17,TR387,c
TR387_18,TR387,h
TR387_19,TR387,h
TR387_2,TR387,o
TR387_20,TR387,h
TR387_21,TR387,h
TR387_22,TR387,h
TR387_23,TR387,h
TR387_24,TR387,h
TR387_25,TR387,h
TR387_26,TR387,h
TR387_27,TR387,h
TR387_28,TR387,h
TR387_29,TR387,h
TR387_3,TR387,o
TR387_30,TR387,h
TR387_31,TR387,c
TR387_32,TR387,c
TR387_33,TR387,c
TR387_34,TR387,c
TR387_35,TR387,n
TR387_36,TR387,c
TR387_37,TR387,c
TR387_38,TR387,c
TR387_39,TR387,c
TR387_4,TR387,o
TR387_40,TR387,c
TR387_41,TR387,h
TR387_42,TR387,h
TR387_43,TR387,h
TR387_44,TR387,h
TR387_45,TR387,h
TR387_46,TR387,h
TR387_47,TR387,h
TR387_48,TR387,h
TR387_49,TR387,h
TR387_5,TR387,o
TR387_50,TR387,h
TR387_51,TR387,h
TR387_52,TR387,h
TR387_53,TR387,h
TR387_6,TR387,h
TR387_7,TR387,h
TR387_8,TR387,c
TR387_9,TR387,c
TR388_1,TR388,c
TR388_10,TR388,h
TR388_11,TR388,h
TR388_12,TR388,h
TR388_2,TR388,c
TR388_3,TR388,n
TR388_4,TR388,c
TR388_5,TR388,n
TR388_6,TR388,s
TR388_7,TR388,h
TR388_8,TR388,h
TR388_9,TR388,h
TR389_1,TR389,na
TR389_2,TR389,n
TR389_3,TR389,n
TR389_4,TR389,n
TR390_1,TR390,c
TR390_10,TR390,c
TR390_11,TR390,c
TR390_12,TR390,c
TR390_13,TR390,n
TR390_14,TR390,n
TR390_15,TR390,c
TR390_16,TR390,c
TR390_17,TR390,h
TR390_18,TR390,h
TR390_19,TR390,h
TR390_2,TR390,c
TR390_20,TR390,h
TR390_21,TR390,h
TR390_22,TR390,h
TR390_23,TR390,h
TR390_24,TR390,h
TR390_25,TR390,h
TR390_26,TR390,h
TR390_27,TR390,h
TR390_28,TR390,h
TR390_29,TR390,h
TR390_3,TR390,c
TR390_30,TR390,h
TR390_31,TR390,h
TR390_32,TR390,h
TR390_33,TR390,cl
TR390_34,TR390,h
TR390_35,TR390,cl
TR390_36,TR390,h
TR390_4,TR390,c
TR390_5,TR390,c
TR390_6,TR390,c
TR390_7,TR390,c
TR390_8,TR390,c
TR390_9,TR390,c
TR391_1,TR391,p
TR391_10,TR391,c
TR391_11,TR391,c
TR391_12,TR391,cl
TR391_13,TR391,cl
TR391_14,TR391,cl
TR391_15,TR391,h
TR391_16,TR391,h
TR391_17,TR391,h
TR391_18,TR391,h
TR391_19,TR391,h
TR391_2,TR391,o
TR391_20,TR391,h
TR391_21,TR391,h
TR391_22,TR391,h
TR391_23,TR391,h
TR391_24,TR391,h
TR391_25,TR391,h
TR391_26,TR391,h
TR391_3,TR391,o
TR391_4,TR391,o
TR391_5,TR391,o
TR391_6,TR391,c
TR391_7,TR391,c
TR391_8,TR391,c
TR391_9,TR391,c
TR394_1,TR394,c
TR394_10,TR394,c
TR394_11,TR394,o
TR394_12,TR394,h
TR394_13,TR394,h
TR394_14,TR394,h
TR394_15,TR394,h
TR394_16,TR394,h
TR394_17,TR394,h
TR394_18,TR394,h
TR394_19,TR394,h
TR394_2,TR394,c
TR394_20,TR394,h
TR394_3,TR394,c
TR394_4,TR394,c
TR394_5,TR394,c
TR394_6,TR394,c
TR394_7,TR394,n
TR394_8,TR394,o
TR394_9,TR394,c
TR395_1,TR395,s
TR395_10,TR395,c
TR395_11,TR395,c
TR395_12,TR395,c
TR395_13,TR395,c
TR395_14,TR395,c
TR395_15,TR395,c
TR395_16,TR395,c
TR395_17,TR395,c
TR395_18,TR395,o
TR395_19,TR395,o
TR395_2,TR395,n
TR395_20,TR395,h
TR395_21,TR395,h
TR395_22,TR395,h
TR395_23,TR395,h
TR395_24,TR395,h
TR395_25,TR395,h
TR395_26,TR395,h
TR395_27,TR395,h
TR395_28,TR395,h
TR395_29,TR395,h
TR395_3,TR395,o
TR395_30,TR395,h
TR395_31,TR395,h
TR395_32,TR395,h
TR395_33,TR395,h
TR395_34,TR395,h
TR395_35,TR395,h
TR395_36,TR395,h
TR395_37,TR395,h
TR395_38,TR395,h
TR395_4,TR395,o
TR395_5,TR395,c
TR395_6,TR395,c
TR395_7,TR395,c
TR395_8,TR395,c
TR395_9,TR395,c
TR396_1,TR396,c
TR396_2,TR396,c
TR396_3,TR396,o
TR396_4,TR396,o
TR396_5,TR396,cl
TR396_6,TR396,h
TR396_7,TR396,h
TR396_8,TR396,h
TR397_1,TR397,o
TR397_10,TR397,c
TR397_11,TR397,n
TR397_12,TR397,c
TR397_13,TR397,n
TR397_14,TR397,s
TR397_15,TR397,c
TR397_16,TR397,c
TR397_17,TR397,o
TR397_18,TR397,o
TR397_19,TR397,o
TR397_2,TR397,c
TR397_20,TR397,s
TR397_21,TR397,c
TR397_22,TR397,c
TR397_23,TR397,o
TR397_24,TR397,o
TR397_25,TR397,o
TR397_26,TR397,o
TR397_27,TR397,c
TR397_28,TR397,c
TR397_29,TR397,c
TR397_3,TR397,c
TR397_30,TR397,c
TR397_31,TR397,c
TR397_32,TR397,c
TR397_33,TR397,c
TR397_34,TR397,c
TR397_35,TR397,c
TR397_36,TR397,o
TR397_37,TR397,c
TR397_38,TR397,c
TR397_39,TR397,n
TR397_4,TR397,c
TR397_40,TR397,n
TR397_41,TR397,c
TR397_42,TR397,c
TR397_43,TR397,c
TR397_44,TR397,s
TR397_45,TR397,c
TR397_46,TR397,o
TR397_47,TR397,c
TR397_48,TR397,o
TR397_49,TR397,o
TR397_5,TR397,c
TR397_50,TR397,o
TR397_51,TR397,c
TR397_52,TR397,c
TR397_53,TR397,c
TR397_54,TR397,n
TR397_55,TR397,c
TR397_56,TR397,c
TR397_57,TR397,s
TR397_58,TR397,o
TR397_59,TR397,o
TR397_6,TR397,c
TR397_60,TR397,o
TR397_61,TR397,h
TR397_62,TR397,h
TR397_63,TR397,h
TR397_64,TR397,h
TR397_65,TR397,h
TR397_66,TR397,h
TR397_67,TR397,h
TR397_68,TR397,h
TR397_69,TR397,h
TR397_7,TR397,n
TR397_70,TR397,h
TR397_71,TR397,h
TR397_72,TR397,h
TR397_73,TR397,h
TR397_74,TR397,h
TR397_75,TR397,h
