drug_id,atom_id,atom_type,charge
d84,d84_7,h,3
d84,d84_8,h,3
d84,d84_9,h,3
d84,d84_10,h,3
d84,d84_11,c,16
d84,d84_12,c,16
d84,d84_13,h,3
d84,d84_14,h,3
d84,d84_15,h,3
d84,d84_16,n,38
d84,d84_17,o,40
d84,d84_18,o,40
d85,d85_1,c,22
d85,d85_2,c,22
d85,d85_3,c,22
d85,d85_4,c,27
d85,d85_5,c,27
d85,d85_6,c,22
d85,d85_7,c,27
d85,d85_8,c,27
d85,d85_9,c,26
d85,d85_10,c,22
d85,d85_11,c,22
d85,d85_12,c,27
d85,d85_13,c,27
d85,d85_14,c,27
d85,d85_15,c,22
d85,d85_16,c,22
d85,d85_17,c,22
d85,d85_18,c,22
d85,d85_19,c,21
d85,d85_20,c,21
d85,d85_21,h,3
d85,d85_22,h,3
d85,d85_23,h,3
d85,d85_24,h,3
d85,d85_25,h,3
d85,d85_26,h,3
d85,d85_27,h,3
d85,d85_28,h,3
d85,d85_29,h,3
d85,d85_30,h,3
d85,d85_31,h,3
d85,d85_32,n,38
d85,d85_33,o,40
d85,d85_34,o,40
d86,d86_1,c,22
d86,d86_2,c,22
d86,d86_3,c,22
d86,d86_4,c,27
d86,d86_5,c,27
d86,d86_6,c,22
d86,d86_7,c,27
d86,d86_8,c,27
d86,d86_9,c,26
d86,d86_10,c,22
d86,d86_11,c,22
d86,d86_12,c,27
d86,d86_13,c,27
d86,d86_14,c,27
d86,d86_15,c,22
d86,d86_16,c,22
d86,d86_17,c,22
d86,d86_18,c,22
d86,d86_19,c,21
d86,d86_20,c,21
d86,d86_21,h,3
d86,d86_22,h,3
d86,d86_23,h,3
d86,d86_24,h,3
d86,d86_25,h,3
d86,d86_26,h,3
d86,d86_27,h,3
d86,d86_28,h,3
d86,d86_29,h,3
d86,d86_30,h,3
d86,d86_31,h,3
d86,d86_32,n,38
d86,d86_33,o,40
d86,d86_34,o,40
d87,d87_1,c,22
d87,d87_2,c,22
d87,d87_3,c,26
d87,d87_4,c,26
d87,d87_5,c,22
d87,d87_6,c,22
d87,d87_7,c,26
d87,d87_8,c,22
d87,d87_9,c,22
d87,d87_10,c,22
d87,d87_11,c,22
d87,d87_12,c,26
d87,d87_13,o,52
d87,d87_14,n,38
d87,d87_15,o,40
d87,d87_16,o,40
d87,d87_17,h,3
d87,d87_18,h,3
d87,d87_19,h,3
d87,d87_20,h,3
d87,d87_21,h,3
d87,d87_22,h,3
d87,d87_23,h,3
d88,d88_1,c,22
d88,d88_2,c,22
d88,d88_3,c,22
d88,d88_4,c,22
d88,d88_5,c,22
d88,d88_6,c,22
d88,d88_7,h,3
d88,d88_8,h,3
d88,d88_9,h,3
d88,d88_10,h,3
d88,d88_11,c,14
d88,d88_12,c,10
d88,d88_13,h,3
d88,d88_14,h,3
d88,d88_15,h,3
d88,d88_16,o,42
d88,d88_17,n,38
d88,d88_18,o,40
d88,d88_19,o,40
d89,d89_1,c,22
d89,d89_2,c,22
d89,d89_3,c,26
d89,d89_4,c,26
d89,d89_5,c,22
d89,d89_6,c,22
d89,d89_7,n,34
d89,d89_8,n,34
d89,d89_9,c,21
d89,d89_10,c,10
d89,d89_11,n,38
d89,d89_12,o,40
d89,d89_13,o,40
d89,d89_14,h,3
d89,d89_15,h,3
d89,d89_16,h,3
d89,d89_17,h,3
d89,d89_18,h,3
d89,d89_19,h,3
d89,d89_20,h,3
d9,d9_1,c,22
d9,d9_2,c,22
d9,d9_3,c,26
d9,d9_4,c,26
d9,d9_5,c,22
d9,d9_6,c,22
d9,d9_7,n,34
d9,d9_8,c,21
d9,d9_9,n,34
d9,d9_10,n,38
d9,d9_11,o,40
d9,d9_12,o,40
d9,d9_13,h,3
d9,d9_14,h,3
d9,d9_15,h,3
d9,d9_16,h,3
d9,d9_17,h,1
d90,d90_1,c,22
d90,d90_2,c,22
d90,d90_3,c,27
d90,d90_4,c,195
d90,d90_5,c,195
d90,d90_6,c,22
d90,d90_7,h,3
d90,d90_8,h,3
d90,d90_9,h,3
d90,d90_10,c,22
d90,d90_11,c,22
d90,d90_12,c,27
d90,d90_13,c,195
d90,d90_14,h,3
d90,d90_15,h,3
d90,d90_16,c,195
d90,d90_17,c,27
d90,d90_18,c,27
d90,d90_19,c,22
d90,d90_20,c,22
d90,d90_21,c,22
d90,d90_22,h,3
d90,d90_23,h,3
d90,d90_24,c,22
d90,d90_25,c,22
d90,d90_26,c,22
d90,d90_27,c,22
d90,d90_28,h,3
d90,d90_29,h,3
d90,d90_30,h,3
d90,d90_31,h,3
d90,d90_32,n,38
d90,d90_33,o,40
d90,d90_34,o,40
d91,d91_1,c,10
d91,d91_2,c,10
d91,d91_3,c,22
d91,d91_4,c,22
d91,d91_5,c,10
d91,d91_6,c,10
d91,d91_7,c,22
d91,d91_8,c,27
d91,d91_9,c,27
d91,d91_10,c,27
d91,d91_11,c,22
d91,d91_12,c,22
d91,d91_13,c,27
d91,d91_14,c,27
d91,d91_15,c,27
d91,d91_16,c,22
d91,d91_17,c,22
d91,d91_18,c,22
d91,d91_19,c,22
d91,d91_20,c,22
d91,d91_21,n,38
d91,d91_22,o,40
d91,d91_23,o,40
d91,d91_24,h,3
d91,d91_25,h,3
d91,d91_26,h,3
d91,d91_27,h,3
d91,d91_28,h,3
d91,d91_29,h,3
d91,d91_30,h,3
d91,d91_31,h,3
d91,d91_32,h,3
d91,d91_33,h,3
d91,d91_34,h,3
d91,d91_35,o,45
d91,d91_36,h,3
d91,d91_37,o,45
d91,d91_38,h,3
d91,d91_39,h,8
d91,d91_40,h,8
d92,d92_1,c,22
d92,d92_2,c,22
d92,d92_3,c,22
d92,d92_4,c,29
d92,d92_5,c,22
d92,d92_6,c,22
d92,d92_7,c,10
d92,d92_8,c,10
d92,d92_9,c,22
d92,d92_10,c,29
d92,d92_11,c,22
d92,d92_12,c,10
d92,d92_13,c,10
d92,d92_14,c,22
d92,d92_15,c,22
d92,d92_16,c,22
d92,d92_17,n,38
d92,d92_18,o,40
d92,d92_19,o,40
d92,d92_20,h,3
d92,d92_21,h,3
d92,d92_22,h,3
d92,d92_23,h,3
d92,d92_24,h,3
d92,d92_25,h,3
d92,d92_26,h,3
d92,d92_27,h,3
d92,d92_28,h,3
d92,d92_29,h,3
d92,d92_30,h,3
d92,d92_31,h,3
d92,d92_32,h,3
d93,d93_1,c,22
d93,d93_2,c,22
d93,d93_3,c,27
d93,d93_4,c,195
d93,d93_5,c,195
d93,d93_6,c,22
d93,d93_7,h,3
d93,d93_8,h,3
d93,d93_9,h,3
d93,d93_10,c,22
d93,d93_11,c,22
d93,d93_12,c,27
d93,d93_13,c,195
d93,d93_14,h,3
d93,d93_15,h,3
d93,d93_16,c,195
d93,d93_17,c,27
d93,d93_18,c,27
d93,d93_19,c,22
d93,d93_20,c,22
d93,d93_21,c,22
d93,d93_22,h,3
d93,d93_23,h,3
d93,d93_24,c,22
d93,d93_25,c,22
d93,d93_26,c,22
d93,d93_27,c,22
d93,d93_28,h,3
d93,d93_29,h,3
d93,d93_30,h,3
d93,d93_31,h,3
d93,d93_32,n,38
d93,d93_33,o,40
d93,d93_34,o,40
d94,d94_1,c,22
d94,d94_2,c,22
d94,d94_3,c,27
d94,d94_4,c,27
d94,d94_5,c,27
d94,d94_6,c,22
d94,d94_7,h,3
d94,d94_8,h,3
d94,d94_9,h,3
d94,d94_10,c,22
d94,d94_11,c,22
d94,d94_12,c,27
d94,d94_13,c,27
d94,d94_14,h,3
d94,d94_15,c,27
d94,d94_16,c,22
d94,d94_17,c,22
d94,d94_18,h,3
d94,d94_19,h,3
d94,d94_20,c,22
d94,d94_21,c,22
d94,d94_22,c,22
d94,d94_23,h,3
d94,d94_24,h,3
d94,d94_25,h,3
d94,d94_26,n,38
d94,d94_27,o,40
d94,d94_28,o,40
d95,d95_1,c,22
d95,d95_2,c,22
d95,d95_3,c,27
d95,d95_4,c,27
d95,d95_5,c,22
d95,d95_6,c,22
d95,d95_7,h,3
d95,d95_8,h,3
d95,d95_9,h,3
d95,d95_10,c,22
d95,d95_11,c,22
d95,d95_12,c,22
d95,d95_13,c,22
d95,d95_14,h,3
d95,d95_15,h,3
d95,d95_16,n,38
d95,d95_17,n,38
d95,d95_18,n,38
d95,d95_19,o,40
d95,d95_20,o,40
d95,d95_21,o,40
d95,d95_22,o,40
d95,d95_23,o,40
d95,d95_24,o,40
d96,d96_1,c,22
d96,d96_2,c,22
d96,d96_3,c,27
d96,d96_4,c,27
d96,d96_5,c,27
d96,d96_6,c,22
d96,d96_7,h,3
d96,d96_8,h,3
d96,d96_9,c,22
d96,d96_10,c,22
d96,d96_11,c,27
d96,d96_12,c,27
d96,d96_13,h,3
d96,d96_14,h,3
d96,d96_15,c,27
d96,d96_16,c,22
d96,d96_17,c,22
d96,d96_18,h,3
d96,d96_19,h,3
d96,d96_20,c,22
d96,d96_21,c,22
d96,d96_22,c,22
d96,d96_23,h,3
d96,d96_24,n,38
d96,d96_25,n,38
d96,d96_26,n,38
d96,d96_27,o,40
d96,d96_28,o,40
d96,d96_29,o,40
d96,d96_30,o,40
d96,d96_31,o,40
d96,d96_32,o,40
d97,d97_1,c,22
d97,d97_2,c,22
d97,d97_3,c,22
d97,d97_4,c,29
d97,d97_5,c,22
d97,d97_6,c,22
d97,d97_7,h,3
d97,d97_8,h,3
d97,d97_9,h,3
d97,d97_10,c,22
d97,d97_11,c,22
d97,d97_12,c,22
d97,d97_13,c,22
d97,d97_14,c,22
d97,d97_15,c,29
d97,d97_16,h,3
d97,d97_17,h,3
d97,d97_18,h,3
d97,d97_19,c,10
d97,d97_20,h,3
d97,d97_21,h,3
d97,d97_22,c,10
d97,d97_23,h,3
d97,d97_24,h,3
d97,d97_25,h,3
d97,d97_26,n,38
d97,d97_27,o,40
d97,d97_28,o,40
d98,d98_1,c,22
d98,d98_2,c,22
d98,d98_3,c,27
d98,d98_4,c,27
d98,d98_5,c,22
d98,d98_6,c,22
d98,d98_7,h,3
d98,d98_8,h,3
d98,d98_9,h,3
d98,d98_10,c,22
d98,d98_11,n,35
d98,d98_12,c,22
d98,d98_13,c,22
d98,d98_14,h,3
d98,d98_15,h,3
d98,d98_16,h,3
d98,d98_17,n,38
d98,d98_18,o,40
d98,d98_19,o,40
d99,d99_1,c,22
d99,d99_2,c,22
d99,d99_3,c,27
d99,d99_4,c,27
d99,d99_5,c,26
d99,d99_6,c,22
d99,d99_7,c,22
d99,d99_8,c,22
d99,d99_9,c,22
d99,d99_10,c,26
d99,d99_11,c,21
d99,d99_12,c,21
d99,d99_13,n,38
d99,d99_14,o,40
d99,d99_15,o,40
d99,d99_16,h,3
d99,d99_17,h,3
d99,d99_18,h,3
d99,d99_19,h,3
d99,d99_20,h,3
d99,d99_21,h,3
d99,d99_22,h,3
e1,e1_1,c,22
e1,e1_2,c,22
e1,e1_3,c,27
e1,e1_4,c,27
e1,e1_5,c,22
e1,e1_6,c,22
e1,e1_7,h,3
e1,e1_8,h,3
e1,e1_9,h,3
e1,e1_10,h,3
e1,e1_11,c,22
e1,e1_12,c,27
e1,e1_13,c,195
e1,e1_14,c,195
e1,e1_15,c,22
e1,e1_16,c,22
e1,e1_17,c,27
e1,e1_18,c,27
e1,e1_19,h,3
e1,e1_20,h,3
e1,e1_21,c,27
e1,e1_22,c,22
e1,e1_23,c,22
e1,e1_24,h,3
e1,e1_25,h,3
e1,e1_26,c,22
e1,e1_27,c,22
e1,e1_28,c,22
e1,e1_29,h,3
e1,e1_30,h,3
e1,e1_31,h,3
e1,e1_32,n,38
e1,e1_33,o,40
e1,e1_34,o,40
e10,e10_1,c,22
e10,e10_2,c,22
e10,e10_3,c,26
e10,e10_4,c,26
e10,e10_5,c,22
e10,e10_6,c,22
e10,e10_7,n,34
e10,e10_8,c,21
e10,e10_9,c,21
e10,e10_10,n,38
e10,e10_11,o,40
e10,e10_12,o,40
e10,e10_13,h,3
e10,e10_14,h,3
e10,e10_15,h,3
e10,e10_16,h,3
e10,e10_17,h,3
e10,e10_18,h,1
e11,e11_1,c,22
e11,e11_2,c,22
e11,e11_3,c,22
e11,e11_4,c,22
e11,e11_5,c,22
e11,e11_6,c,22
e11,e11_7,h,3
e11,e11_8,h,3
e11,e11_9,h,3
e11,e11_10,n,38
e11,e11_11,o,40
e11,e11_12,o,40
e11,e11_13,h,3
e11,e11_14,f,92
e12,e12_1,c,22
e12,e12_2,c,22
e12,e12_3,c,22
e12,e12_4,c,22
e12,e12_5,c,22
e12,e12_6,c,22
e12,e12_7,h,3
e12,e12_8,h,3
e12,e12_9,h,3
e12,e12_10,n,38
e12,e12_11,o,40
e12,e12_12,o,40
e12,e12_13,h,3
e12,e12_14,n,38
e12,e12_15,o,40
e12,e12_16,o,40
e13,e13_1,c,22
e13,e13_2,c,22
e13,e13_3,c,22
e13,e13_4,c,22
e13,e13_5,c,22
e13,e13_6,c,22
e13,e13_7,h,3
e13,e13_8,h,3
e13,e13_9,h,3
e13,e13_10,n,38
e13,e13_11,o,40
e13,e13_12,o,40
e13,e13_13,h,3
e13,e13_14,cl,93
e14,e14_1,c,22
e14,e14_2,c,22
e14,e14_3,c,22
e14,e14_4,c,22
e14,e14_5,c,22
e14,e14_6,c,22
e14,e14_7,h,3
e14,e14_8,h,3
e14,e14_9,n,38
e14,e14_10,o,40
e14,e14_11,o,40
e14,e14_12,h,3
e14,e14_13,cl,93
e14,e14_14,h,3
e15,e15_1,c,22
e15,e15_2,c,22
e15,e15_3,c,27
e15,e15_4,c,27
e15,e15_5,c,22
e15,e15_6,c,22
e15,e15_7,h,3
e15,e15_8,h,3
e15,e15_9,h,3
e15,e15_10,h,3
e15,e15_11,c,22
e15,e15_12,c,27
e15,e15_13,c,195
e15,e15_14,c,22
e15,e15_15,h,3
e15,e15_16,c,22
e15,e15_17,c,22
e15,e15_18,c,27
e15,e15_19,c,195
e15,e15_20,h,3
e15,e15_21,h,3
e15,e15_22,c,22
e15,e15_23,c,22
e15,e15_24,c,22
e15,e15_25,c,22
e15,e15_26,h,3
e15,e15_27,h,3
e15,e15_28,h,3
e15,e15_29,h,3
e15,e15_30,n,38
e15,e15_31,o,40
e15,e15_32,o,40
e16,e16_1,c,22
e16,e16_2,c,22
e16,e16_3,c,22
e16,e16_4,c,22
e16,e16_5,c,22
e16,e16_6,c,22
e16,e16_7,h,3
e16,e16_8,h,3
e16,e16_9,n,38
e16,e16_10,o,40
e16,e16_11,o,40
e16,e16_12,cl,93
e16,e16_13,h,3
e16,e16_14,cl,93
e17,e17_1,c,22
e17,e17_2,c,22
e17,e17_3,c,27
e17,e17_4,c,27
e17,e17_5,c,22
e17,e17_6,c,22
e17,e17_7,h,3
e17,e17_8,h,3
e17,e17_9,h,3
e17,e17_10,h,3
e17,e17_11,c,22
e17,e17_12,c,27
e17,e17_13,c,27
e17,e17_14,c,22
e17,e17_15,h,3
e17,e17_16,c,22
e17,e17_17,c,22
e17,e17_18,c,22
e17,e17_19,c,22
e17,e17_20,h,3
e17,e17_21,h,3
e17,e17_22,h,3
e17,e17_23,h,3
e17,e17_24,n,38
e17,e17_25,o,40
e17,e17_26,o,40
e18,e18_1,c,22
e18,e18_2,c,22
e18,e18_3,c,22
e18,e18_4,c,22
e18,e18_5,c,22
e18,e18_6,c,22
e18,e18_7,h,3
e18,e18_8,h,3
e18,e18_9,n,38
e18,e18_10,o,40
e18,e18_11,o,40
e18,e18_12,cl,93
e18,e18_13,h,3
e18,e18_14,cl,93
e19,e19_1,c,22
e19,e19_2,c,22
e19,e19_3,c,27
e19,e19_4,c,27
e19,e19_5,c,22
e19,e19_6,c,22
e19,e19_7,c,22
e19,e19_8,c,22
e19,e19_9,c,22
e19,e19_10,c,22
e19,e19_11,c,16
e19,e19_12,c,16
e19,e19_13,c,10
e19,e19_14,c,10
e19,e19_15,n,38
e19,e19_16,o,40
e19,e19_17,o,40
e19,e19_18,h,3
e19,e19_19,h,3
e19,e19_20,h,3
e19,e19_21,h,3
e19,e19_22,h,3
e19,e19_23,h,3
e19,e19_24,h,3
e19,e19_25,o,45
e19,e19_26,h,3
e19,e19_27,o,45
e19,e19_28,h,3
e19,e19_29,h,8
e19,e19_30,h,8
e2,e2_1,c,22
e2,e2_2,c,22
e2,e2_3,c,27
e2,e2_4,c,27
e2,e2_5,c,22
e2,e2_6,c,22
e2,e2_7,c,22
e2,e2_8,c,22
e2,e2_9,c,195
e2,e2_10,c,195
e2,e2_11,c,10
e2,e2_12,c,10
e2,e2_13,c,22
e2,e2_14,c,27
e2,e2_15,c,27
e2,e2_16,c,22
e2,e2_17,c,22
e2,e2_18,c,22
e2,e2_19,c,22
e2,e2_20,c,22
e2,e2_21,n,38
e2,e2_22,o,40
e2,e2_23,o,40
e2,e2_24,h,3
e2,e2_25,h,3
e2,e2_26,h,3
e2,e2_27,h,3
e2,e2_28,h,3
e2,e2_29,h,3
e2,e2_30,h,3
e2,e2_31,h,3
e2,e2_32,h,3
e2,e2_33,h,3
e2,e2_34,h,3
e2,e2_35,h,3
e2,e2_36,h,3
e20,e20_1,c,22
e20,e20_2,c,22
e20,e20_3,c,27
e20,e20_4,c,27
e20,e20_5,c,22
e20,e20_6,c,22
e20,e20_7,c,22
e20,e20_8,c,22
e20,e20_9,c,22
e20,e20_10,c,22
e20,e20_11,c,10
e20,e20_12,c,10
e20,e20_13,c,16
e20,e20_14,c,16
e20,e20_15,n,38
e20,e20_16,o,40
e20,e20_17,o,40
e20,e20_18,h,3
e20,e20_19,h,3
e20,e20_20,h,3
e20,e20_21,h,3
e20,e20_22,h,3
e20,e20_23,h,3
e20,e20_24,h,3
e20,e20_25,o,45
e20,e20_26,h,3
e20,e20_27,o,45
e20,e20_28,h,3
e20,e20_29,h,8
e20,e20_30,h,8
e21,e21_1,c,10
e21,e21_2,c,10
e21,e21_3,c,22
e21,e21_4,c,22
e21,e21_5,c,10
e21,e21_6,c,10
e21,e21_7,c,22
e21,e21_8,c,27
e21,e21_9,c,27
e21,e21_10,c,27
e21,e21_11,c,22
e21,e21_12,c,22
e21,e21_13,c,27
e21,e21_14,c,27
e21,e21_15,c,27
e21,e21_16,c,22
e21,e21_17,c,22
e21,e21_18,c,22
e21,e21_19,c,22
e21,e21_20,c,22
e21,e21_21,n,38
e21,e21_22,o,40
e21,e21_23,o,40
e21,e21_24,h,3
e21,e21_25,h,3
e21,e21_26,h,3
e21,e21_27,h,3
e21,e21_28,h,3
e21,e21_29,h,3
e21,e21_30,h,3
e21,e21_31,h,3
e21,e21_32,h,3
e21,e21_33,h,3
e21,e21_34,h,3
e21,e21_35,h,3
e21,e21_36,h,3
e21,e21_37,h,3
e21,e21_38,h,3
e22,e22_1,c,10
e22,e22_2,c,10
e22,e22_3,c,22
e22,e22_4,c,22
e22,e22_5,c,16
e22,e22_6,c,16
e22,e22_7,c,22
e22,e22_8,c,27
e22,e22_9,c,195
e22,e22_10,c,22
e22,e22_11,c,22
e22,e22_12,c,22
e22,e22_13,c,27
e22,e22_14,c,195
e22,e22_15,c,22
e22,e22_16,c,22
e22,e22_17,c,22
e22,e22_18,c,22
e22,e22_19,n,38
e22,e22_20,o,40
e22,e22_21,o,40
e22,e22_22,h,3
e22,e22_23,h,3
e22,e22_24,h,3
e22,e22_25,h,3
e22,e22_26,h,3
e22,e22_27,h,3
e22,e22_28,h,3
e22,e22_29,h,3
e22,e22_30,h,3
e22,e22_31,o,45
e22,e22_32,h,3
e22,e22_33,o,45
e22,e22_34,h,3
e22,e22_35,h,8
e22,e22_36,h,8
e23,e23_1,c,22
e23,e23_2,c,22
e23,e23_3,c,27
e23,e23_4,c,27
e23,e23_5,c,22
e23,e23_6,c,22
e23,e23_7,c,22
e23,e23_8,c,27
e23,e23_9,c,27
e23,e23_10,c,22
e23,e23_11,c,22
e23,e23_12,c,22
e23,e23_13,c,22
e23,e23_14,c,22
e23,e23_15,c,10
e23,e23_16,c,10
e23,e23_17,c,16
e23,e23_18,c,16
e23,e23_19,n,38
e23,e23_20,o,40
e23,e23_21,o,40
e23,e23_22,h,3
e23,e23_23,h,3
e23,e23_24,h,3
e23,e23_25,h,3
e23,e23_26,h,3
e23,e23_27,h,3
e23,e23_28,h,3
e23,e23_29,o,45
e23,e23_30,h,3
e23,e23_31,o,45
e23,e23_32,h,3
e23,e23_33,h,8
e23,e23_34,h,8
e23,e23_35,h,3
e23,e23_36,h,3
e24,e24_1,c,194
e24,e24_2,c,194
e24,e24_3,c,29
e24,e24_4,c,194
e24,e24_5,c,29
e24,e24_6,c,29
e24,e24_7,c,22
e24,e24_8,c,22
e24,e24_9,c,22
e24,e24_10,c,22
e24,e24_11,h,3
e24,e24_12,h,3
e24,e24_13,h,3
e24,e24_14,c,22
e24,e24_15,c,22
e24,e24_16,c,22
e24,e24_17,c,22
e24,e24_18,h,3
e24,e24_19,h,3
e24,e24_20,h,3
e24,e24_21,h,3
e24,e24_22,c,22
e24,e24_23,c,22
e24,e24_24,c,22
e24,e24_25,c,22
e24,e24_26,h,3
e24,e24_27,h,3
e24,e24_28,h,3
e24,e24_29,h,3
e24,e24_30,n,38
e24,e24_31,o,40
e24,e24_32,o,40
e25,e25_1,c,10
e25,e25_2,c,10
e25,e25_3,c,22
e25,e25_4,c,22
e25,e25_5,c,10
e25,e25_6,c,10
e25,e25_7,c,22
e25,e25_8,c,27
e25,e25_9,c,27
e25,e25_10,c,27
e25,e25_11,c,22
e25,e25_12,c,22
e25,e25_13,c,27
e25,e25_14,c,27
e25,e25_15,c,27
e25,e25_16,c,22
e25,e25_17,c,22
e25,e25_18,c,22
e25,e25_19,c,22
e25,e25_20,c,22
e25,e25_21,n,38
e25,e25_22,o,40
e25,e25_23,o,40
e25,e25_24,h,3
e25,e25_25,h,3
e25,e25_26,h,3
e25,e25_27,h,3
e25,e25_28,h,3
e25,e25_29,h,3
e25,e25_30,h,3
e25,e25_31,h,3
e25,e25_32,h,3
e25,e25_33,h,3
e25,e25_34,h,3
e25,e25_35,h,3
e25,e25_36,h,3
e25,e25_37,o,45
e25,e25_38,h,3
e25,e25_39,h,8
e26,e26_1,c,22
e26,e26_2,c,22
e26,e26_3,c,27
e26,e26_4,c,27
e26,e26_5,c,22
e26,e26_6,c,22
e26,e26_7,c,22
e26,e26_8,c,27
e26,e26_9,c,195
e26,e26_10,c,22
e26,e26_11,c,22
e26,e26_12,c,22
e26,e26_13,c,27
e26,e26_14,c,195
e26,e26_15,c,22
e26,e26_16,c,22
e26,e26_17,c,22
e26,e26_18,c,22
e26,e26_19,o,45
e26,e26_20,h,3
e26,e26_21,h,3
e26,e26_22,h,3
e26,e26_23,h,3
e26,e26_24,h,3
e26,e26_25,h,3
e26,e26_26,h,3
e26,e26_27,h,3
e26,e26_28,h,3
e26,e26_29,h,3
e26,e26_30,h,8
e26,e26_31,n,38
e26,e26_32,o,40
e26,e26_33,o,40
e27,e27_1,c,22
e27,e27_2,c,22
e27,e27_3,c,29
e27,e27_4,c,27
e27,e27_5,c,27
e27,e27_6,c,22
e27,e27_7,h,3
e27,e27_8,h,3
e27,e27_9,h,3
e27,e27_10,c,29
e27,e27_11,c,22
e27,e27_12,c,22
e27,e27_13,c,22
e27,e27_14,h,3
e27,e27_15,h,3
e27,e27_16,h,3
e27,e27_17,c,29
e27,e27_18,c,27
e27,e27_19,c,29
e27,e27_20,c,27
e27,e27_21,c,22
e27,e27_22,c,22
e27,e27_23,c,22
e27,e27_24,h,3
e27,e27_25,h,3
e27,e27_26,h,3
e27,e27_27,c,22
e27,e27_28,c,22
e27,e27_29,c,22
e27,e27_30,h,3
e27,e27_31,h,3
e27,e27_32,n,38
e27,e27_33,o,40
e27,e27_34,o,40
e3,e3_1,c,22
e3,e3_2,c,22
e3,e3_3,c,22
e3,e3_4,c,22
e3,e3_5,c,22
e3,e3_6,c,22
e3,e3_7,h,3
e3,e3_8,h,3
e3,e3_9,h,3
e3,e3_10,n,32
e3,e3_11,c,10
e3,e3_12,c,10
e3,e3_13,c,10
e3,e3_14,h,3
e3,e3_15,h,3
e3,e3_16,h,3
e3,e3_17,n,38
e3,e3_18,o,40
e3,e3_19,o,40
e3,e3_20,h,3
e3,e3_21,h,3
e3,e3_22,h,3
e3,e3_23,h,3
e4,e4_1,c,22
e4,e4_2,c,22
e4,e4_3,c,26
e4,e4_4,c,26
e4,e4_5,c,22
e4,e4_6,c,22
e4,e4_7,n,34
e4,e4_8,c,21
e4,e4_9,c,21
e4,e4_10,c,10
e4,e4_11,n,38
e4,e4_12,o,40
e4,e4_13,o,40
e4,e4_14,h,3
e4,e4_15,h,3
e4,e4_16,h,3
e4,e4_17,h,3
e4,e4_18,h,3
e4,e4_19,h,3
e4,e4_20,h,3
e4,e4_21,h,3
e5,e5_1,c,22
e5,e5_2,c,22
e5,e5_3,c,22
e5,e5_4,c,22
e5,e5_5,c,22
e5,e5_6,c,22
e5,e5_7,h,3
e5,e5_8,h,3
e5,e5_9,h,3
e5,e5_10,h,3
e5,e5_11,h,3
e5,e5_12,n,38
e5,e5_13,o,40
e5,e5_14,o,40
e6,e6_1,c,22
e6,e6_2,c,22
e6,e6_3,c,26
e6,e6_4,c,26
e6,e6_5,c,22
e6,e6_6,c,22
e6,e6_7,n,34
e6,e6_8,c,21
e6,e6_9,c,21
e6,e6_10,c,10
e6,e6_11,n,38
e6,e6_12,o,40
e6,e6_13,o,40
e6,e6_14,h,3
e6,e6_15,h,3
e6,e6_16,h,3
e6,e6_17,h,3
e6,e6_18,h,3
e6,e6_19,h,3
e6,e6_20,h,3
e6,e6_21,h,3
e7,e7_1,c,22
e7,e7_2,c,22
e7,e7_3,c,26
e7,e7_4,c,26
e7,e7_5,c,22
e7,e7_6,c,22
e7,e7_7,n,34
e7,e7_8,c,21
e7,e7_9,c,21
e7,e7_10,n,38
e7,e7_11,o,40
e7,e7_12,o,40
e7,e7_13,h,3
e7,e7_14,h,3
e7,e7_15,h,3
e7,e7_16,h,3
e7,e7_17,h,3
e7,e7_18,h,1
e8,e8_1,c,22
e8,e8_2,c,22
e8,e8_3,c,26
e8,e8_4,c,26
e8,e8_5,c,22
e8,e8_6,c,22
e8,e8_7,n,34
e8,e8_8,n,34
e8,e8_9,c,21
e8,e8_10,n,38
e8,e8_11,o,40
e8,e8_12,o,40
e8,e8_13,h,1
e8,e8_14,h,3
e8,e8_15,h,3
e8,e8_16,h,3
e8,e8_17,h,3
e9,e9_1,c,22
e9,e9_2,c,22
e9,e9_3,c,22
e9,e9_4,c,22
e9,e9_5,c,22
e9,e9_6,c,22
e9,e9_7,h,3
e9,e9_8,h,3
e9,e9_9,h,3
e9,e9_10,h,3
e9,e9_11,n,38
e9,e9_12,f,92
e9,e9_13,o,40
e9,e9_14,o,40
f1,f1_1,c,21
f1,f1_2,c,21
f1,f1_3,c,21
f1,f1_4,c,21
f1,f1_5,o,52
f1,f1_6,h,3
f1,f1_7,h,3
f1,f1_8,n,38
f1,f1_9,o,40
f1,f1_10,o,40
f1,f1_11,c,14
f1,f1_12,o,41
f1,f1_13,h,3
f2,f2_1,c,21
f2,f2_2,c,21
f2,f2_3,c,21
f2,f2_4,c,21
f2,f2_5,c,21
f2,f2_6,h,3
f2,f2_7,h,3
f2,f2_8,h,3
f2,f2_9,n,38
f2,f2_10,o,40
f2,f2_11,o,40
f2,f2_12,c,16
f2,f2_13,c,16
f2,f2_14,c,14
f2,f2_15,o,41
f2,f2_16,h,3
f2,f2_17,h,3
f2,f2_18,h,3
f3,f3_1,c,21
f3,f3_2,c,21
f3,f3_3,c,21
f3,f3_4,c,21
f3,f3_5,o,52
f3,f3_6,h,3
f3,f3_7,h,3
f3,f3_8,n,38
f3,f3_9,o,40
f3,f3_10,o,40
f3,f3_11,c,14
f3,f3_12,n,32
f3,f3_13,h,3
